"pair_id","pair_label","source_group","family","subfamily","n_sequences","n_species","n_pair_scorable","pair_scorable_fraction","forward_median_penalty","reverse_median_penalty","pair_median_penalty","pair_p90_penalty","perfect_match_fraction_among_scorable","terminal_3_mismatch_fraction_among_scorable"
"ZBJ_ART","ZBJ-Art","Lepidoptera","Papilionidae","Papilioninae",5,5,5,1,3.1,5.1,14.65,26.04,0,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Papilionidae","Parnassiinae",6,6,6,1,0,5.1,17.225,75.3,0.166666666666667,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Pieridae","Coliadinae",1,1,1,1,0,18.5,18.5,18.5,0,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Pieridae","Pierinae",7,4,7,1,50.2,5.1,53.82,108.702,0,0.142857142857143
"ZBJ_ART","ZBJ-Art","Lepidoptera","Psychidae","Oiketicinae",1,1,1,1,169.8,47.8,217.6,217.6,0,1
"ZBJ_ART","ZBJ-Art","Lepidoptera","Pyralidae","Phycitinae",2,2,2,1,32.21,25.1,57.31,69.542,0,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Saturniidae","Bunaeinae",1,1,1,1,18.45,106.85,125.3,125.3,0,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Saturniidae","Saturniinae",2,2,2,1,20.425,6.45,26.875,28.455,0,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Sphingidae","Macroglossinae",2,2,2,1,0,11.9,11.9,21.42,0.5,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Sphingidae","Smerinthinae",4,4,4,1,0,11.65,11.65,66.42,0.5,0.25
"ZBJ_ART","ZBJ-Art","Lepidoptera","Sphingidae","Sphinginae",1,1,1,1,0,84.9,84.9,84.9,0,1
"ZBJ_ART","ZBJ-Art","Lepidoptera","Tortricidae","Olethreutinae",10,4,10,1,3.1,0,3.1,4.275,0.3,0
"ZBJ_ART","ZBJ-Art","Lepidoptera","Tortricidae","Tortricinae",3,3,3,1,122.8,0,122.8,304.64,0.333333333333333,0.333333333333333
"ZBJ_ART","ZBJ-Art","Lepidoptera","Zygaenidae","Chalcosiinae",2,2,2,1,15.65,3.225,18.875,28.815,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Acaridae","Rhizoglyphinae",1,1,1,1,38.02,56.9,94.92,94.92,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Argasidae","Argasinae",8,5,8,1,78,3.225,78,282.185,0,0.25
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Argasidae","Ornithodorinae",30,19,30,1,108.05,15.85,123.9,293.275,0,0.233333333333333
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Eriophyidae","Eriophyinae",1,1,1,1,0,21.75,21.75,21.75,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Eriophyidae","Phyllocoptinae",2,2,2,1,139.67,15.55,155.22,208.42,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Ixodidae","Amblyomminae",33,17,32,0.96969696969697,78,0,84.45,153.835,0,0.03125
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Ixodidae","Haemaphysalinae",55,13,55,1,78,10.75,88.75,89.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Ixodidae","Hyalomminae",2,2,2,1,78,120.035,198.035,260.487,0,0.5
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Ixodidae","Ixodinae",24,18,24,1,78,5.6,83.6,181.567,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Ixodidae","Rhipicephalinae",43,15,43,1,86.4,11.2,110.85,116.87,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Parasitidae","Parasitinae",1,1,0,0,,25.5,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Phytoseiidae","Amblyseiinae",2,2,2,1,493.61,18.825,512.435,515.183,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Phytoseiidae","Typhlodrominae",1,1,1,1,1780.8,10.75,1791.55,1791.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Pyroglyphidae","Dermatophagoidinae",1,1,1,1,20.4,29.85,50.25,50.25,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Sarcoptidae","Sarcoptinae",2,1,2,1,20.4,17.8,38.2,38.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Acari","Unionicolidae","Pionatacinae",1,1,1,1,250.64,0,250.64,250.64,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Attelabidae","Rhynchitinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Brentidae","Cyladinae",4,1,4,1,169.8,27.67,197.47,197.47,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Buprestidae","Buprestinae",1,1,1,1,0,19.05,19.05,19.05,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Buprestidae","Chrysochroinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cantharidae","Cantharinae",3,3,3,1,0,0,0,8.6,0.666666666666667,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Carabinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Elaphrinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Harpalinae",3,3,3,1,0,0,11.2,16.336,0.333333333333333,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Rhysodinae",1,1,1,1,169.8,0,169.8,169.8,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Scaritinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Carabidae","Trechinae",2,1,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cerambycidae","Cerambycinae",5,5,5,1,0,11.2,11.2,33.73,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cerambycidae","Disteniinae",1,1,1,1,100.69,10.75,111.44,111.44,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cerambycidae","Lamiinae",5,5,5,1,0,0,6.45,32.544,0.4,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cerambycidae","Lepturinae",3,3,3,1,14,0,83.07,194.894,0.333333333333333,0.333333333333333
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cerambycidae","Prioninae",2,2,2,1,30.1,23.06,53.16,58.792,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Bruchinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Cassidinae",5,5,4,0.8,0,0,3.225,9.46,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Cryptocephalinae",1,1,1,1,17.62,0,17.62,17.62,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Donaciinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Eumolpinae",3,3,3,1,0,0,17.65,18.186,0.333333333333333,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Galerucinae",6,6,6,1,0,8.825,8.825,81.625,0.333333333333333,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Lamprosomatinae",1,1,1,1,26.2,14.3,40.5,40.5,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Chrysomelidae","Spilopyrinae",1,1,1,1,173,6.45,179.45,179.45,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cleridae","Clerinae",3,3,3,1,0,6.45,6.45,8.01,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Cleridae","Hydnocerinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Coccinellidae","Coccinellinae",3,3,3,1,17.62,46.12,46.12,60.216,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Coccinellidae","Epilachninae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Coccinellidae","Scymninae",5,5,5,1,0,17.65,53.97,121,0.2,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Baridinae",1,1,1,1,0,7.85,7.85,7.85,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Ceutorhynchinae",6,6,6,1,0,16.35,16.35,33.27,0.333333333333333,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Cryptorhynchinae",4,4,4,1,169.8,17.76,192.46,250.085,0.25,0.75
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Dryophthorinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Entiminae",6,6,6,1,0,6.45,8.05,28.66,0.333333333333333,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Molytinae",3,3,3,1,0,7.85,59.75,170.43,0,0.333333333333333
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Curculionidae","Scolytinae",14,14,13,0.928571428571429,0,3.225,6.45,25.68,0.384615384615385,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Dermestidae","Megatominae",1,1,1,1,229.55,11.2,240.75,240.75,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Dytiscidae","Agabinae",1,1,1,1,0,7.85,7.85,7.85,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Dytiscidae","Dytiscinae",2,2,1,0.5,0,5.375,10.75,10.75,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Dytiscidae","Hydroporinae",9,9,5,0.555555555555556,0,0,11.2,39.162,0.4,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Dytiscidae","Lancetinae",2,2,0,0,,10.75,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Elateridae","Agrypninae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Elateridae","Denticollinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Elateridae","Elaterinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Elateridae","Melanotinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Hydraenidae","Ochthebiinae",6,6,0,0,,0,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Hydrophilidae","Sphaeridiinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lampyridae","Lampyrinae",6,6,6,1,3.2,8.825,12.025,27.485,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lampyridae","Luciolinae",4,4,4,1,0,11.2,11.2,15.715,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lucanidae","Aesalinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lucanidae","Lucaninae",4,4,4,1,200.65,8.825,213.4,226.574,0,0.75
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lycidae","Lycinae",1,1,1,1,29.38,0,29.38,29.38,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lymexylidae","Atractocerinae",3,1,3,1,8.4,17.65,26.05,49.554,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lymexylidae","Lymexylinae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Lymexylidae","Melittommatinae",2,2,2,1,18.06,12.05,30.11,34.382,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Meloidae","Meloinae",5,5,5,1,77.82,65.17,142.99,155.98,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Melyridae","Malachiinae",3,3,3,1,0,0,0,167.44,0.666666666666667,0.333333333333333
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Nitidulidae","Carpophilinae",2,2,2,1,20.01,7.15,27.16,42.168,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Nitidulidae","Cryptarchinae",1,1,1,1,14,204.55,218.55,218.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Nitidulidae","Meligethinae",4,4,4,1,0,5.375,5.375,11.065,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Nitidulidae","Nitidulinae",2,2,2,1,0,3.925,3.925,7.065,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Ptinidae","Ernobiinae",1,1,0,0,,0,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Scarabaeidae","Cetoniinae",2,2,2,1,9.16,68.09,77.25,109.154,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Scarabaeidae","Dynastinae",4,4,4,1,0,5.6,72.975,191.45,0.25,0.25
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Scarabaeidae","Melolonthinae",3,3,3,1,37.78,12.05,52.08,139.056,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Scarabaeidae","Rutelinae",16,7,16,1,0,0,0,25.06,0.75,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Scarabaeidae","Scarabaeinae",2,2,2,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Silphidae","Silphinae",1,1,1,1,0,11.2,11.2,11.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Silvanidae","Brontinae",1,1,1,1,8.4,10.75,19.15,19.15,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Staphylinidae","Omaliinae",1,1,0,0,,0,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Staphylinidae","Oxytelinae",1,1,1,1,14,25.5,39.5,39.5,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Staphylinidae","Paederinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Staphylinidae","Pselaphinae",1,1,1,1,60.2,0,60.2,60.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Staphylinidae","Staphylininae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Alleculinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Blaptinae",3,3,3,1,0,17.65,17.65,111.354,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Diaperinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Lagriinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Pimeliinae",2,2,2,1,84.9,0,84.9,152.82,0.5,0.5
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Stenochiinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tenebrionidae","Tenebrioninae",4,2,4,1,0,0,0,102.557,0.75,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tetratomidae","Penthinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Coleoptera","Tetratomidae","Tetratominae",1,1,1,1,29.38,0,29.38,29.38,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Dicyrtomidae","Dicyrtominae",2,2,2,1,103.875,5.6,109.475,110.575,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Entomobryidae","Entomobryinae",3,3,3,1,74.2,11.2,85.4,190.384,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Entomobryidae","Heteromurinae",1,1,1,1,304.34,117.13,421.47,421.47,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Entomobryidae","Lepidocyrtinae",2,2,2,1,75.225,129.26,204.485,297.433,0,0.5
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Entomobryidae","Seirinae",5,4,5,1,60.2,0,60.2,137.768,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Isotomidae","Anurophorinae",3,2,3,1,78,11.2,89.2,97.44,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Isotomidae","Isotominae",5,5,5,1,78,7.85,85.85,205.51,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Isotomidae","Proisotominae",5,3,5,1,95.62,6.45,95.62,156.212,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neanuridae","Frieseinae",3,3,3,1,95.4,6.45,101.85,125.386,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neanuridae","Neanurinae",5,4,5,1,0,11.2,11.2,328.486,0.4,0.4
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neanuridae","Pseudachorutinae",3,3,3,1,42.6,6.45,49.05,204.57,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neanuridae","Uchidanurinae",1,1,1,1,72.24,11.2,83.44,83.44,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Onychiuridae","Onychiurinae",3,3,3,1,209.25,0,209.25,274.61,0,0.666666666666667
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Onychiuridae","Tetrodontophorinae",1,1,1,1,307.55,10.75,318.3,318.3,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Orchesellidae","Orchesellinae",3,3,3,1,90.3,0,92,99.24,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Tullbergiidae","Tullbergiinae",2,2,2,1,469.87,74.19,544.06,733.268,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Andrenidae","Andreninae",1,1,1,1,494.95,15.85,510.8,510.8,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Apidae","Apinae",67,13,67,1,793.82,19.05,812.87,812.87,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Bethylidae","Scleroderminae",1,1,1,1,108.35,11.2,119.55,119.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Aphidiinae",1,1,1,1,6.95,0,6.95,6.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Braconinae",1,1,1,1,6.95,10.2,17.15,17.15,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Cheloninae",1,1,1,1,6.95,0,6.95,6.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Doryctinae",1,1,1,1,63.5,0,63.5,63.5,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Meteorinae",1,1,1,1,26.3,6.45,32.75,32.75,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Microgastrinae",3,3,3,1,6.95,0,6.95,6.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae","Opiinae",1,1,1,1,143.43,0,143.43,143.43,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Chalcididae","Haltichellinae",1,1,1,1,39.7,113.12,152.82,152.82,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Colletidae","Colletinae",1,1,1,1,494.95,0,494.95,494.95,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Crabronidae","Philanthinae",1,1,1,1,299.45,49.2,348.65,348.65,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Cynipidae","Cynipinae",7,7,7,1,6.95,74.7,81.65,345.37,0,0.142857142857143
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Diprionidae","Diprioninae",4,4,4,1,33.075,8.825,38.675,67.465,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Encyrtidae","Encyrtinae",6,6,6,1,40.15,78.2,123.285,166.085,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Encyrtidae","Tetracneminae",1,1,1,1,40.15,49.2,89.35,89.35,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eulophidae","Tetrastichinae",1,1,1,1,19.75,49.2,68.95,68.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eupelmidae","Eupelminae",1,1,1,1,10.15,106.52,116.67,116.67,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eurytomidae","Eurytominae",1,1,1,1,40.15,67,107.15,107.15,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Figitidae","Eucoilinae",1,1,1,1,208.05,106.52,314.57,314.57,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Dolichoderinae",4,3,4,1,491.75,121.52,613.27,789.579,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Formicinae",6,4,6,1,491.75,73.45,567.575,596.445,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Myrmicinae",14,14,14,1,551.5,70.225,690.585,780.8,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Paraponerinae",1,1,1,1,548.3,67,615.3,615.3,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Ponerinae",2,2,2,1,521.625,54.8,576.425,604.805,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae","Pseudomyrmecinae",2,2,2,1,491.75,78.2,569.95,569.95,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Ichneumonidae","Agriotypinae",1,1,1,1,6.95,6.45,13.4,13.4,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Ichneumonidae","Pimplinae",1,1,1,1,26.3,0,26.3,26.3,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Megachilidae","Megachilinae",1,1,1,1,616.25,7.85,624.1,624.1,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Pamphiliidae","Cephalciinae",1,1,0,0,,46.12,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Pteromalidae","Pteromalinae",2,1,2,1,59.35,52.425,111.775,114.355,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Scelionidae","Telenominae",1,1,1,1,84.5,11.2,95.7,95.7,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Allantinae",4,4,4,1,3.2,5.1,8.3,36.22,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Heterarthrinae",4,4,4,1,3.2,0,3.2,3.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Hoplocampinae",1,1,0,0,,0,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Nematinae",3,3,2,0.666666666666667,129.635,7.85,135.235,165.447,0,0.5
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Selandriinae",4,3,4,1,3.2,0,3.2,7.715,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae","Tenthredininae",6,6,5,0.833333333333333,3.2,0,3.2,3.2,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Vespidae","Eumeninae",1,1,1,1,224.17,19.05,243.22,243.22,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Vespidae","Polistinae",5,5,5,1,0,0,0,122.73,0.8,0.2
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Vespidae","Stenogastrinae",1,1,1,1,6.95,0,6.95,6.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Vespidae","Vespinae",6,5,6,1,491.75,34.25,526,689.6,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Bombycidae","Bombycinae",66,3,66,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Cosmopterigidae","Antequerinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Cossidae","Zeuzerinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Crambidae","Crambinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Crambidae","Pyraustinae",3,3,3,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Crambidae","Spilomelinae",5,5,5,1,0,0,0,6.45,0.6,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Erebidae","Aganainae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Erebidae","Calpinae",2,2,2,1,0,5.6,5.6,10.08,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Erebidae","Erebinae",4,4,4,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Erebidae","Scoliopteryginae",1,1,1,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Gelechiidae","Apatetrinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Gelechiidae","Aristoteliinae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Gelechiidae","Gelechiinae",2,2,2,1,0,0,0,0,1,0
