"pair_id","pair_label","source_group","family","genus","n_sequences","n_species","n_pair_scorable","pair_scorable_fraction","forward_median_penalty","reverse_median_penalty","pair_median_penalty","pair_p90_penalty","perfect_match_fraction_among_scorable","terminal_3_mismatch_fraction_among_scorable"
"ZBJ_ART","ZBJ-Art","Coleoptera","Melyridae","Carphurus",1,1,1,1,3.55,199.7,203.25,203.25,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Melyridae","Cyrtosus",1,1,1,1,0,6.95,6.95,6.95,0,0
"ZBJ_ART","ZBJ-Art","Coleoptera","Melyridae","Intybia",1,1,1,1,242.69,0,242.69,242.69,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Aethina",1,1,1,1,39,211.65,250.65,250.65,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Epuraea",2,2,2,1,81.215,78.175,159.39,187.63,0,0.5
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Glischrochilus",1,1,1,1,163.19,218.1,381.29,381.29,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Lamiogethes",2,2,2,1,87.825,132.725,220.55,295.15,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Meligethes",2,2,2,1,15.45,107.6,123.05,131.93,0,0.5
"ZBJ_ART","ZBJ-Art","Coleoptera","Nitidulidae","Omosita",1,1,1,1,72.12,182.75,254.87,254.87,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Ptinidae","Ernobius",1,1,0,0,,300.3,,,,
"ZBJ_ART","ZBJ-Art","Coleoptera","Rhagophthalmidae","Diplocladon",1,1,1,1,88.45,0,88.45,88.45,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Rhagophthalmidae","Rhagophthalmus",1,1,1,1,144.35,0,144.35,144.35,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Scarabaeidae","Anomala",2,2,2,1,540.75,75.425,616.175,633.355,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Scarabaeidae","Callistethus",1,1,1,1,350.39,194.4,544.79,544.79,0,1
"ZBJ_ART","ZBJ-Art","Coleoptera","Scarabaeidae","Cheirotonus",1,1,1,1,527.6,43.5,571.1,571.1,0,0
"ZBJ_ART","ZBJ-Art","Coleoptera","Scarabaeidae","Cyphochilus",1,1,1,1,389.2,267.8,657,657,0,1
