"pair_id","pair_label","source_group","family","n_sequences","n_species","n_pair_scorable","pair_scorable_fraction","forward_median_penalty","reverse_median_penalty","pair_median_penalty","pair_p90_penalty","perfect_match_fraction_among_scorable","terminal_3_mismatch_fraction_among_scorable"
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Actaletidae",1,1,1,1,89.86,10.75,100.61,100.61,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Bourletiellidae",1,1,1,1,78,0,78,78,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Dicyrtomidae",2,2,2,1,103.875,5.6,109.475,110.575,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Entomobryidae",11,10,11,1,60.2,11.2,85.4,320.67,0,0.0909090909090909
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Hypogastruridae",2,2,2,1,82.2,6.45,88.65,92.01,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Isotomidae",13,10,13,1,81.85,7.85,89.7,167.186,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neanuridae",12,11,12,1,57.42,6.45,66.245,265.923,0.166666666666667,0.166666666666667
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Neelidae",1,1,1,1,132.44,0,132.44,132.44,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Oncopoduridae",1,1,1,1,78,53,131,131,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Onychiuridae",4,4,4,1,239.125,5.375,250.1,310.095,0,0.75
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Orchesellidae",3,3,3,1,90.3,0,92,99.24,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Paronellidae",4,4,4,1,78.025,25.86,101.085,187.191,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Sminthuridae",2,2,2,1,200.625,32.585,233.21,338.578,0,0.5
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Tomoceridae",2,2,2,1,60.2,117.13,177.33,177.33,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Collembola","Tullbergiidae",2,2,2,1,469.87,74.19,544.06,733.268,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Andrenidae",1,1,1,1,494.95,15.85,510.8,510.8,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Apidae",67,13,67,1,793.82,19.05,812.87,812.87,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Argidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Athaliidae",3,2,3,1,122.7,0,122.7,129.42,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Bethylidae",1,1,1,1,108.35,11.2,119.55,119.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Blasticotomidae",2,2,2,1,176.8,24.21,201.01,209.618,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Braconidae",9,9,9,1,6.95,0,6.95,79.486,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Cephidae",8,8,8,1,10.15,0,10.15,69.173,0.125,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Ceraphronidae",1,1,1,1,622.5,15.3,637.8,637.8,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Chalcididae",1,1,1,1,39.7,113.12,152.82,152.82,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Cimbicidae",5,5,5,1,3.2,11.2,14.4,14.4,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Colletidae",1,1,1,1,494.95,0,494.95,494.95,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Crabronidae",1,1,1,1,299.45,49.2,348.65,348.65,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Cynipidae",7,7,7,1,6.95,74.7,81.65,345.37,0,0.142857142857143
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Diprionidae",4,4,4,1,33.075,8.825,38.675,67.465,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Encyrtidae",7,7,7,1,40.15,78.2,118.35,158.658,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eulophidae",1,1,1,1,19.75,49.2,68.95,68.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eupelmidae",1,1,1,1,10.15,106.52,116.67,116.67,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Eurytomidae",1,1,1,1,40.15,67,107.15,107.15,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Figitidae",1,1,1,1,208.05,106.52,314.57,314.57,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Formicidae",29,26,29,1,523.55,73.45,611.9,768.3,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Ibaliidae",1,1,1,1,15.35,99.97,115.32,115.32,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Ichneumonidae",2,2,2,1,16.625,3.225,19.85,25.01,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Megachilidae",1,1,1,1,616.25,7.85,624.1,624.1,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Pamphiliidae",1,1,0,0,,46.12,,,,
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Pelecinidae",1,1,1,1,101.4,6.45,107.85,107.85,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Pteromalidae",2,1,2,1,59.35,52.425,111.775,114.355,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Scelionidae",1,1,1,1,84.5,11.2,95.7,95.7,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Tenthredinidae",22,21,19,0.863636363636364,3.2,0,3.2,56.294,0,0.0526315789473684
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Trichogrammatidae",1,1,1,1,37.37,49.2,86.57,86.57,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Trigonalidae",1,1,1,1,55.5,13.45,68.95,68.95,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Hymenoptera","Vespidae",13,12,13,1,224.17,27.8,243.22,656.68,0.307692307692308,0.538461538461538
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Adelidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Bombycidae",66,3,66,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Callidulidae",1,1,1,1,0,27.67,27.67,27.67,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Cosmopterigidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Cossidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Crambidae",9,9,9,1,0,0,0,6.45,0.777777777777778,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Endromidae",3,3,3,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Epipyropidae",1,1,1,1,17.62,11.2,28.82,28.82,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Erebidae",8,8,8,1,0,0,0,7.875,0.75,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Gelechiidae",4,4,4,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Geometridae",4,4,4,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hepialidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Hesperiidae",8,8,8,1,0,6.025,6.025,11.2,0.375,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Lasiocampidae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Limacodidae",2,2,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Lycaenidae",3,3,3,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Noctuidae",49,10,49,1,0,11.2,11.2,11.2,0.0816326530612245,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Notodontidae",2,2,2,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Nymphalidae",27,26,27,1,0,0,0,13.78,0.740740740740741,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Papilionidae",11,11,11,1,0,0,0,17.65,0.636363636363636,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Pieridae",8,5,8,1,0,3.225,3.225,20.656,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Plutellidae",1,1,1,1,35.94,0,35.94,35.94,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Psychidae",1,1,1,1,169.8,10.75,180.55,180.55,0,1
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Pyralidae",2,2,2,1,7,0,7,12.6,0.5,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Saturniidae",3,3,3,1,0,6.45,6.45,6.45,0,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Scythrididae",1,1,1,1,0,0,0,0,1,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Sphingidae",7,7,7,1,0,0,0,2.58,0.857142857142857,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Tortricidae",13,7,13,1,0,0,0,0,0.923076923076923,0
"ZBJ_ART_DEG","ZBJ-Art degenerate","Lepidoptera","Zygaenidae",2,2,2,1,7,3.225,10.225,13.245,0,0
